Rank,Block_name,Suspiciousness Value(Dstar4)
1,test_math.cpp_get_rng_140,1
1,test_math.cpp_get_test_array_types_and_sizes_60,1
1,test_io.cpp_releaseAndGetString_588,1
1,test_io.cpp_ASSERT_STREQ_588,1
1,test_io.cpp_EXPECT_NO_THROW_586,1
1,test_io.cpp_EXPECT_NO_THROW_585,1
1,test_io.cpp_EXPECT_NO_THROW_584,1
1,persistence.cpp_CV_Error__6971,1
1,persistence.cpp_cv_isalpha_6969,1
1,test_math.cpp_ipow_243,1
1,test_math.cpp_abs_221,1
1,test_math.cpp_cvRound_221,1
1,test_math.cpp_channels_220,1
1,test_math.cpp_depth_219,1
1,test_math.cpp_cvPow_172,1
1,test_math.cpp_depth_158,1
1,test_math.cpp_fabs_158,1
1,test_math.cpp_cvRound_148,1
1,test_math.cpp_randInt_68,1
1,test_math.cpp_get_rng_101,1
1,test_math.cpp_randInt_102,1
1,test_math.cpp_randInt_103,1
1,test_math.cpp_randInt_140,1
1,test_math.cpp_cvRound_132,1
1,test_math.cpp_depth_130,1
1,test_math.cpp_randInt_124,1
1,test_math.cpp_randInt_110,1
1,test_math.cpp_get_test_array_types_and_sizes_105,1
1,test_io.cpp_c_str_588,1
1,test_math.cpp_CV_MAKETYPE_58,1
1,test_math.cpp_push_back_40,1
1,mathfuncs.cpp_max_1029,1
1,mathfuncs.cpp_cv_abs_1034,1
1,mathfuncs.cpp_:_1034,1
1,mathfuncs.cpp_cvarrToMat_1698,1
1,mathfuncs.cpp_CV_Assert_1699,1
1,mathfuncs.cpp_pow_1700,1
1,test_math.cpp_push_back_38,1
1,test_math.cpp_push_back_39,1
1,test_math.cpp_randInt_108,1
1,test_math.cpp_get_rng_56,1
1,test_math.cpp_randInt_58,1
1,test_math.cpp_randInt_57,1
42,matmul.cpp_CV_IPP_RUN_FAST_3204,0
42,matmul.cpp_ippiSize_3025,0
42,matmul.cpp_CV_INSTRUMENT_FUN_IPP_3025,0
42,matmul.cpp_ipp_3025,0
42,matmul.cpp_CV_IPP_RUN_3025,0
42,matmul.cpp_CV_INSTRUMENT_REGION_2590,0
42,matmul.cpp_getMat_2592,0
42,matmul.cpp_depth_2593,0
42,matmul.cpp_v_reinterpret_as_s32_1847,0
42,matmul.cpp_v_reinterpret_as_s32_1846,0
42,matmul.cpp_v_cvt_f32_1846,0
42,matmul.cpp_v_reinterpret_as_s32_1845,0
42,matmul.cpp_v_cvt_f32_1845,0
42,matmul.cpp_v_reinterpret_as_s32_1844,0
42,matmul.cpp_v_cvt_f32_1844,0
42,matmul.cpp_v_expand_1841,0
42,matmul.cpp_v_expand_1840,0
42,matmul.cpp_v_expand_1839,0
42,matmul.cpp_v_expand_1838,0
42,matmul.cpp_v_load_low_1834,0
42,matmul.cpp_v_load_1833,0
42,matmul.cpp_v_float32x4_1827,0
42,matmul.cpp_load3x3Matrix_1826,0
42,matmul.cpp_v_int16x8_1824,0
42,matmul.cpp_hasSIMD128_1820,0
42,matmul.cpp_transform__1813,0
42,matmul.cpp_v_int32x4_1761,0
42,matmul.cpp_v_int16x8_1760,0
42,matmul.cpp_v_cvt_f32_1847,0
42,matmul.cpp_v_round_1851,0
42,matmul.cpp_v_int16x8_1758,0
42,matmul.cpp_v_matmuladd_1851,0
42,matmul.cpp_v_store_low_1901,0
42,matmul.cpp_v_matmuladd_1900,0
42,matmul.cpp_v_load_1899,0
42,matmul.cpp_load3x3Matrix_1895,0
42,matmul.cpp_transform__1881,0
42,matmul.cpp_v_reinterpret_as_u16_1866,0
42,matmul.cpp_v_store_low_1866,0
42,matmul.cpp_v_reinterpret_as_u16_1865,0
42,matmul.cpp_v_store_1865,0
42,matmul.cpp_v_pack_1858,0
42,matmul.cpp_v_add_wrap_1858,0
42,matmul.cpp_v_pack_1857,0
42,matmul.cpp_v_add_wrap_1857,0
42,matmul.cpp_v_matmuladd_1854,0
42,matmul.cpp_v_round_1854,0
42,matmul.cpp_v_matmuladd_1853,0
42,matmul.cpp_v_round_1853,0
42,matmul.cpp_v_matmuladd_1852,0
42,matmul.cpp_v_round_1852,0
42,matmul.cpp_v_int16x8_1759,0
42,matmul.cpp_abs_1745,0
42,matmul.cpp_channels_2595,0
42,test_math.cpp_cvRealScalar_1190,0
42,test_math.cpp_gemm_1184,0
42,test_math.cpp_add_1181,0
42,test_math.cpp_copy_1166,0
42,test_math.cpp_Mat_1165,0
42,test_math.cpp_gemm_1165,0
42,test_math.cpp_prepare_test_case_1161,0
42,test_math.cpp_randInt_1148,0
42,test_math.cpp_get_test_array_types_and_sizes_1146,0
42,test_math.cpp_get_rng_1145,0
42,test_math.cpp_push_back_1139,0
42,test_math.cpp_push_back_1138,0
42,test_math.cpp_push_back_1137,0
42,matmul.cpp_cvarrToMat_3414,0
42,matmul.cpp_Mahalanobis_3414,0
42,matmul.cpp_sqrt_2674,0
42,matmul.cpp_isContinuous_2603,0
42,matmul.cpp_channels_2602,0
42,matmul.cpp_CV_Assert_2599,0
42,matmul.cpp_buf_2596,0
42,test_math.cpp_gemm_1187,0
42,test_math.cpp_sqrt_1190,0
42,saturate.hpp_cvRound_134,0
42,test_math.cpp_crossCorr_1190,0
42,test_math.cpp_Mat_799,0
42,test_math.cpp_gemm_799,0
42,test_math.cpp_convertTo_797,0
42,test_math.cpp_all_794,0
42,test_math.cpp_add_794,0
42,test_math.cpp_repeat_791,0
42,test_math.cpp_empty_787,0
42,test_math.cpp_cvMulTransposed_777,0
42,test_math.cpp_cvScalarAll_771,0
42,test_math.cpp_cvScalarAll_770,0
42,test_math.cpp_get_test_array_types_and_sizes_744,0
42,test_math.cpp_randInt_737,0
42,test_math.cpp_randInt_736,0
42,test_math.cpp_randInt_735,0
42,test_math.cpp_get_rng_734,0
42,test_math.cpp_push_back_728,0
42,matmul.cpp_mulTransposed_3425,0
42,matmul.cpp_cvarrToMat_3424,0
42,matmul.cpp_cvarrToMat_3422,0
42,lapack.cpp_det2_1629,0
42,lapack.cpp_CV_MAT_TYPE_1617,0
42,test_math.cpp_Scalar_2498,0
42,test_math.cpp_depth_426,0
42,test_math.cpp_MAX_1240,0
42,test_math.cpp_get_test_array_types_and_sizes_1228,0
42,test_math.cpp_randInt_1226,0
42,test_math.cpp_get_rng_1225,0
42,test_math.cpp_push_back_1219,0
42,test_math.cpp_push_back_1218,0
42,test_math.cpp_push_back_1217,0
42,test_math.cpp_push_back_1216,0
42,test_math.cpp_get_success_error_level_428,0
42,matrix.cpp_cvSetData_5967,0
42,lapack.cpp_CV_IS_MAT_1614,0
42,matrix.cpp_channels_5966,0
42,matrix.cpp_cvIplDepth_5966,0
42,matrix.cpp_cvInitImageHeader_5966,0
42,matrix.cpp_CV_Assert_5965,0
42,matmul.cpp_convertTo_3404,0
42,matmul.cpp_calcCovarMatrix_3400,0
42,matmul.cpp_cvarrToMat_3399,0
42,matmul.cpp_data_3397,0
42,matmul.cpp_calcCovarMatrix_3393,0
42,test_math.cpp_MAX_1247,0
42,test_math.cpp_CV_MAT_DEPTH_1254,0
42,test_math.cpp_push_back_1267,0
42,test_math.cpp_prepare_test_case_1273,0
42,array.cpp_CV_IS_IMAGE_HDR_1678,0
42,array.cpp_CV_IS_MAT_1648,0
42,test_math.cpp_clear_1360,0
42,test_math.cpp_Mat_1358,0
42,test_math.cpp_gemm_1358,0
42,test_math.cpp_all_1356,0
42,test_math.cpp_add_1356,0
42,test_math.cpp_repeat_1355,0
42,test_math.cpp_all_1346,0
42,test_math.cpp_add_1346,0
42,test_math.cpp_all_1343,0
42,test_math.cpp_add_1343,0
42,test_math.cpp_cvarrToMat_1341,0
42,test_math.cpp_col_1339,0
42,test_math.cpp_all_1331,0
42,test_math.cpp_cvarrToMat_1328,0
42,test_math.cpp_cvCalcCovarMatrix_1316,0
42,test_math.cpp_col_1299,0
42,test_math.cpp_resize_1280,0
42,matmul.cpp_cvarrToMat_3392,0
42,matmul.cpp_cvarrToMat_3387,0
42,matmul.cpp_CV_Assert_3384,0
42,matmul.cpp_CV_MAT_DEPTH_2466,0
42,matmul.cpp_elemSize_2463,0
42,matmul.cpp_CV_Assert_2461,0
42,matmul.cpp_CV_INSTRUMENT_REGION_2459,0
42,array.cpp_CV_IS_IMAGE_HDR_920,0
42,array.cpp_CV_IS_MAT_HDR_898,0
42,array.cpp_CV_IS_MATND_HDR_895,0
42,array.cpp_CV_IS_MAT_HDR_895,0
42,test_math.cpp_all_1694,0
42,test_math.cpp_setIdentity_1694,0
42,test_math.cpp_Mat_1692,0
42,test_math.cpp_gemm_1692,0
42,test_math.cpp_Mat_1690,0
42,test_math.cpp_gemm_1690,0
42,test_math.cpp_all_1685,0
42,test_math.cpp_all_1684,0
42,test_math.cpp_convert_1678,0
42,test_math.cpp_depth_1676,0
42,test_math.cpp_cvTsSVDet_1675,0
42,test_math.cpp_cvReleaseMat_1663,0
42,matmul.cpp_max_2466,0
42,matmul.cpp_depth_2466,0
42,matmul.cpp_cvarrToMat_3383,0
42,matmul.cpp_CV_Assert_2470,0
42,matmul.cpp_buf_2836,0
42,matmul.cpp_allocate_2707,0
42,matmul.cpp_CV_Assert_2564,0
42,matmul.cpp_depth_2563,0
42,matmul.cpp_CV_MAT_DEPTH_2563,0
42,matmul.cpp_max_2563,0
42,matmul.cpp_getMat_2562,0
42,matmul.cpp_reshape_2496,0
42,matmul.cpp_calcCovarMatrix_2494,0
42,matmul.cpp_copyTo_2490,0
42,matmul.cpp_dataRow_2489,0
42,matmul.cpp_memcpy_2486,0
42,matmul.cpp_isContinuous_2485,0
42,matmul.cpp_CV_Assert_2484,0
42,matmul.cpp__data_2480,0
42,matmul.cpp_reshape_2476,0
42,matmul.cpp_convertTo_2475,0
42,matmul.cpp_reshape_2472,0
42,matmul.cpp_isContinuous_2471,0
42,array.cpp_cvPtr2D_1684,0
42,array.cpp_scalar_1922,0
42,array.cpp_CV_IS_MAT_1926,0
42,test_math.cpp_cvSetReal2D_583,0
42,test_math.cpp_cvSetReal2D_581,0
42,test_math.cpp_cvGet1D_572,0
42,test_math.cpp_cvGet1D_571,0
42,test_math.cpp_cvGetReal1D_567,0
42,test_math.cpp_cvGetReal1D_566,0
42,test_math.cpp_cvGetReal1D_565,0
42,test_math.cpp_cvGetReal1D_563,0
42,test_math.cpp_cvGetReal1D_562,0
42,test_math.cpp_cvGetReal1D_561,0
42,test_math.cpp_cvGetReal2D_557,0
42,test_math.cpp_cvGetReal2D_556,0
42,test_math.cpp_cvGetReal2D_555,0
42,test_math.cpp_cvGetReal2D_553,0
42,test_math.cpp_cvGetReal2D_552,0
42,test_math.cpp_cvGetReal2D_551,0
42,test_math.cpp_cvCrossProduct_541,0
42,test_math.cpp_randInt_530,0
42,test_math.cpp_CV_MAKETYPE_523,0
42,test_math.cpp_randInt_523,0
42,test_math.cpp_cvSetReal2D_582,0
42,test_math.cpp_cvSetReal1D_587,0
42,test_math.cpp_get_rng_521,0
42,test_math.cpp_cvSetReal1D_588,0
42,lapack.cpp_LU64f_807,0
42,lapack.cpp_copyTo_805,0
42,lapack.cpp_buffer_803,0
42,lapack.cpp_Md_799,0
42,lapack.cpp_det3_797,0
42,lapack.cpp_det2_795,0
42,lapack.cpp_LU32f_784,0
42,lapack.cpp_copyTo_782,0
42,lapack.cpp_buffer_780,0
42,lapack.cpp_Mf_776,0
42,lapack.cpp_det3_774,0
42,lapack.cpp_det2_772,0
42,lapack.cpp_CV_Assert_764,0
42,lapack.cpp_empty_763,0
42,lapack.cpp_CV_Assert_763,0
42,lapack.cpp_getMat_757,0
42,lapack.cpp_CV_INSTRUMENT_REGION_755,0
42,test_math.cpp_cvSet1D_593,0
42,test_math.cpp_cvSetReal1D_589,0
42,test_math.cpp_randInt_522,0
42,matrix.cpp_copyTo_4579,0
42,array.cpp_CV_IS_MAT_CONT_1926,0
42,array.cpp_CV_IS_MAT_2167,0
42,array.cpp_CV_MAT_CN_2097,0
42,array.cpp_cvPtr2D_2088,0
42,array.cpp_CV_IS_SPARSE_MAT_2087,0
42,array.cpp_CV_ELEM_SIZE_2085,0
42,array.cpp_CV_MAT_TYPE_2084,0
42,array.cpp_CV_IS_MAT_2076,0
42,array.cpp_icvGetReal_2062,0
42,array.cpp_CV_MAT_CN_2059,0
42,array.cpp_cvPtr1D_2053,0
42,array.cpp_CV_IS_SPARSE_MAT_2052,0
42,array.cpp_CV_ELEM_SIZE_2042,0
42,array.cpp_CV_MAT_TYPE_2041,0
42,array.cpp_CV_IS_MAT_CONT_2037,0
42,array.cpp_CV_IS_MAT_2037,0
42,array.cpp_cvRawDataToScalar_1947,0
42,array.cpp_cvPtr1D_1942,0
42,array.cpp_CV_IS_SPARSE_MAT_1941,0
42,array.cpp_CV_ELEM_SIZE_1931,0
42,array.cpp_CV_MAT_TYPE_1930,0
42,array.cpp_icvGetReal_2100,0
42,array.cpp_CV_IS_MAT_CONT_2167,0
42,matrix.cpp_cvarrToMat_4579,0
42,array.cpp_CV_MAT_TYPE_2171,0
42,matrix.cpp_cross_4579,0
42,matrix.cpp_CV_Assert_4578,0
42,matrix.cpp_cvarrToMat_4576,0
42,matrix.cpp_result_3661,0
42,matrix.cpp_CV_Assert_3659,0
42,matrix.cpp_CV_MAT_DEPTH_3658,0
42,matrix.cpp_getMat_3657,0
42,array.cpp_icvSetReal_2283,0
42,array.cpp_CV_MAT_CN_2279,0
42,array.cpp_cvPtr1D_2275,0
42,array.cpp_CV_IS_SPARSE_MAT_2274,0
42,array.cpp_CV_ELEM_SIZE_2264,0
42,array.cpp_CV_MAT_TYPE_2263,0
42,array.cpp_CV_IS_MAT_CONT_2259,0
42,array.cpp_CV_IS_MAT_2259,0
42,array.cpp_cvScalarToRawData_2187,0
42,array.cpp_cvPtr1D_2183,0
42,array.cpp_CV_IS_SPARSE_MAT_2182,0
42,array.cpp_CV_ELEM_SIZE_2172,0
42,matmul.cpp_v_combine_high_1902,0
42,matmul.cpp_get0_1902,0
42,matmul.cpp_v_float32x4_1919,0
42,stat.cpp_sum__462,0
42,test_math.cpp_push_back_2092,0
42,test_math.cpp_push_back_2091,0
42,test_math.cpp_push_back_2090,0
42,stat.cpp_func_1229,0
42,stat.cpp_min_1228,0
42,stat.cpp_CV_Assert_1199,0
42,stat.cpp_getSumFunc_1198,0
42,stat.cpp_depth_1197,0
42,stat.cpp_channels_1197,0
42,lapack.cpp_CV_Assert_1800,0
42,matmul.cpp_v_float32x4_1920,0
42,lapack.cpp_SVD_1799,0
42,lapack.cpp_cvarrToMat_1797,0
42,lapack.cpp_transpose_1793,0
42,lapack.cpp_transpose_1787,0
42,lapack.cpp_cvarrToMat_1783,0
42,lapack.cpp_cvarrToMat_1782,0
42,lapack.cpp_cvarrToMat_1781,0
42,array.cpp_CV_IS_MAT_CONT_1664,0
42,array.cpp_CV_ELEM_SIZE_1653,0
42,test_math.cpp_get_rng_2099,0
42,test_math.cpp_randInt_2100,0
42,test_math.cpp_get_test_array_types_and_sizes_2101,0
42,test_math.cpp_MIN_2105,0
42,test_math.cpp_all_2213,0
42,test_math.cpp_sum_2211,0
42,test_math.cpp_wdb_2207,0
42,test_math.cpp_MIN_2203,0
42,test_math.cpp_cvSVBkSb_2195,0
42,test_math.cpp_cvGetElemType_2189,0
42,test_math.cpp_CV_MAT_DEPTH_2189,0
42,test_math.cpp_cvScalarAll_2183,0
42,test_math.cpp_cvScalarAll_2182,0
42,test_math.cpp_cvSVD_2173,0
42,test_math.cpp_copy_2169,0
42,test_math.cpp_Mat_2168,0
42,test_math.cpp_gemm_2168,0
42,test_math.cpp_get_rng_2163,0
42,test_math.cpp_cvTsFloodWithZeros_2163,0
42,test_math.cpp_prepare_test_case_2159,0
42,test_math.cpp_CV_SWAP_2149,0
42,test_math.cpp_CV_SWAP_2144,0
42,test_math.cpp_randInt_2124,0
42,array.cpp_CV_MAT_TYPE_1652,0
42,test_math.cpp_all_1833,0
42,test_math.cpp_Mat_1832,0
42,lapack.cpp_LU64f_1309,0
42,lapack.cpp_Df_1180,0
42,lapack.cpp_Df_1179,0
42,lapack.cpp_det3_1158,0
42,lapack.cpp_getMat_1111,0
42,lapack.cpp_create_1110,0
42,lapack.cpp_MatrAXPY_698,0
42,test_math.cpp_fabs_3059,0
42,test_math.cpp_ASSERT_LT_3059,0
42,test_math.cpp_cvIsNaN_3058,0
42,test_math.cpp_cvIsInf_3058,0
42,test_math.cpp_ASSERT_TRUE_3058,0
42,test_math.cpp_cvIsNaN_3054,0
42,test_math.cpp_ASSERT_TRUE_3054,0
42,test_math.cpp_cvIsNaN_3052,0
42,test_math.cpp_cvIsInf_3050,0
42,test_math.cpp_ASSERT_TRUE_3050,0
42,test_math.cpp_cvIsInf_3048,0
42,test_math.cpp_pow_3047,0
42,test_math.cpp_abs_3041,0
42,lapack.cpp_Df_1181,0
42,lapack.cpp_JacobiSVD_1359,0
42,test_math.cpp_gemm_1832,0
42,lapack.cpp_SVBkSb_1371,0
42,test_math.cpp_gemm_1830,0
42,test_math.cpp_cvTsSVDet_1819,0
42,test_math.cpp_cvSolve_1794,0
42,test_math.cpp_cvGetElemType_1788,0
42,test_math.cpp_CV_MAT_DEPTH_1788,0
42,test_math.cpp_cvScalarAll_1782,0
42,test_math.cpp_cvScalarAll_1781,0
42,test_math.cpp_prepare_test_case_1766,0
42,test_math.cpp_MIN_1736,0
42,test_math.cpp_get_test_array_types_and_sizes_1734,0
42,test_math.cpp_cvSize_1733,0
42,test_math.cpp_get_test_array_types_and_sizes_1730,0
42,test_math.cpp_randInt_1729,0
42,test_math.cpp_get_rng_1728,0
42,test_math.cpp_push_back_1722,0
42,test_math.cpp_push_back_1721,0
42,lapack.cpp_solve_1665,0
42,lapack.cpp_CV_Assert_1662,0
42,lapack.cpp_cvarrToMat_1660,0
42,test_math.cpp_cvGetReal1D_2216,0
42,test_math.cpp_cvGetReal2D_2216,0
42,test_math.cpp_cvSetReal2D_2217,0
42,test_math.cpp_anglesInDegrees_2482,0
42,test_math.cpp_theRNG_2479,0
42,test_math.cpp_uniform_2478,0
42,test_math.cpp_theRNG_2478,0
42,mathfuncs_core.simd.hpp_CV_INSTRUMENT_REGION_187,0
42,mathfuncs_core.simd.hpp_abs_144,0
42,mathfuncs_core.simd.hpp_one_73,0
42,mathfuncs_core.simd.hpp_v_store_73,0
42,mathfuncs_core.simd.hpp_one_72,0
42,mathfuncs_core.simd.hpp_v_store_72,0
42,mathfuncs_core.simd.hpp_v_load_71,0
42,mathfuncs_core.simd.hpp_v_load_70,0
42,mathfuncs_core.simd.hpp_v_load_69,0
42,mathfuncs_core.simd.hpp_v_load_68,0
42,mathfuncs_core.dispatch.cpp_CV_CPU_DISPATCH_20,0
42,mathfuncs_core.dispatch.cpp_CV_INSTRUMENT_REGION_16,0
42,mathfuncs.cpp_fastAtan32f_209,0
42,mathfuncs.cpp_min_204,0
42,mathfuncs.cpp_elemSize1_199,0
42,mathfuncs.cpp_getMat_193,0
42,test_math.cpp_uniform_2479,0
42,test_math.cpp_setTo_2485,0
42,mathfuncs.cpp_getMat_191,0
42,test_math.cpp_Scalar_2485,0
42,test_math.cpp_setTo_2498,0
42,test_math.cpp_Scalar_2497,0
42,test_math.cpp_setTo_2497,0
42,test_math.cpp_Scalar_2495,0
42,test_math.cpp_setTo_2495,0
42,test_math.cpp_Scalar_2494,0
42,test_math.cpp_setTo_2494,0
42,test_math.cpp_Scalar_2493,0
42,test_math.cpp_setTo_2493,0
42,test_math.cpp_Scalar_2491,0
42,test_math.cpp_setTo_2491,0
42,test_math.cpp_Scalar_2490,0
42,test_math.cpp_setTo_2490,0
42,test_math.cpp_Scalar_2489,0
42,test_math.cpp_setTo_2489,0
42,test_math.cpp_Scalar_2487,0
42,test_math.cpp_setTo_2487,0
42,test_math.cpp_Scalar_2486,0
42,test_math.cpp_setTo_2486,0
42,mathfuncs.cpp_create_192,0
42,mathfuncs.cpp_dims_188,0
42,test_math.cpp_convertTo_2226,0
42,matrix.cpp_cvarrToMat_4554,0
42,matrix.cpp_diag_3349,0
42,matrix.cpp_sum_3349,0
42,matrix.cpp_min_3327,0
42,matrix.cpp_CV_Assert_3325,0
42,matrix.cpp_getMat_3324,0
42,matrix.cpp_CV_INSTRUMENT_REGION_3322,0
42,test_math.cpp_convertTo_2245,0
42,test_math.cpp_Mat_2243,0
42,test_math.cpp_gemm_2243,0
42,test_math.cpp_Mat_2241,0
42,test_math.cpp_gemm_2241,0
42,test_math.cpp_transpose_2239,0
42,test_math.cpp_copy_2237,0
42,test_math.cpp_Mat_2235,0
42,test_math.cpp_gemm_2235,0
42,test_math.cpp_empty_2234,0
42,test_math.cpp_convertTo_2229,0
42,test_math.cpp_empty_2228,0
42,test_math.cpp_convertTo_2227,0
42,matrix.cpp_trace_4554,0
42,stat.cpp_addChannels_141,0
42,mathfuncs.cpp_isUMat_188,0
42,stat.cpp_addChannels_170,0
42,mathfuncs.cpp_CV_OCL_RUN_188,0
42,mathfuncs.cpp_CV_Assert_186,0
42,mathfuncs.cpp_channels_185,0
42,mathfuncs.cpp_depth_185,0
42,mathfuncs.cpp_CV_INSTRUMENT_REGION_183,0
42,arithm.cpp_CALL_IPP_CMP_2800,0
42,test_math.cpp_mean_461,0
42,test_math.cpp_elemSize_460,0
42,test_math.cpp_diag_460,0
42,test_math.cpp_MIN_459,0
42,test_math.cpp_cvTrace_452,0
42,stat.cpp_elemSize_1221,0
42,stat.cpp_allocate_1216,0
42,stat.cpp_min_1215,0
42,stat.cpp_:_1214,0
42,stat.cpp_sum__459,0
42,stat.cpp_sum__456,0
42,stat.cpp_sum__453,0
42,stat.cpp_sum__450,0
42,test_math.cpp_pow_3030,0
42,test_math.cpp_cvRound_3028,0
42,test_math.cpp_uniform_3026,0
42,test_math.cpp_all_879,0
42,test_math.cpp_eye_877,0
42,test_math.cpp_all_874,0
42,test_math.cpp_add_874,0
42,test_math.cpp_prepare_test_case_870,0
42,test_math.cpp_randInt_845,0
42,test_math.cpp_CV_MAKETYPE_843,0
42,test_math.cpp_CV_MAKETYPE_839,0
42,test_math.cpp_randInt_838,0
42,test_math.cpp_CV_MAT_DEPTH_837,0
42,test_math.cpp_CV_MAT_CN_836,0
42,test_math.cpp_get_test_array_types_and_sizes_834,0
42,test_math.cpp_randInt_832,0
42,test_math.cpp_get_rng_831,0
42,matop.cpp_CV_INSTRUMENT_REGION_1648,0
42,matmul.cpp_transform_3355,0
42,matmul.cpp_channels_3354,0
42,matmul.cpp_depth_3354,0
42,matmul.cpp_CV_Assert_3354,0
42,matmul.cpp_convertTo_3350,0
42,test_math.cpp_setTo_879,0
42,test_math.cpp_depth_888,0
42,matmul.cpp_col_3348,0
42,test_math.cpp_get_success_error_level_889,0
42,matmul.cpp_v_pack_u_1788,0
42,matmul.cpp_v_setzero_s16_1787,0
42,matmul.cpp_v_pack_u_1787,0
42,matmul.cpp_v_setzero_s16_1786,0
42,matmul.cpp_v_pack_u_1786,0
42,matmul.cpp_v_setzero_s16_1785,0
42,matmul.cpp_v_pack_u_1785,0
42,matmul.cpp_v_matmulvec_1782,0
42,matmul.cpp_v_matmulvec_1781,0
42,matmul.cpp_v_matmulvec_1780,0
42,matmul.cpp_v_matmulvec_1779,0
42,matmul.cpp_v_load_expand_1769,0
42,matmul.cpp_v_reinterpret_as_s16_1769,0
42,matmul.cpp_v_load_expand_1768,0
42,matmul.cpp_v_reinterpret_as_s16_1768,0
42,matmul.cpp_v_load_expand_1767,0
42,matmul.cpp_v_reinterpret_as_s16_1767,0
42,test_math.cpp_transform_904,0
42,test_math.cpp_cvTransform_895,0
42,matmul.cpp_convertTo_3349,0
42,matmul.cpp_colRange_3348,0
42,matmul.cpp_v_reinterpret_as_u8_1791,0
42,matmul.cpp_CV_Assert_2088,0
42,matmul.cpp_depth_2087,0
42,matmul.cpp_getMat_2086,0
42,matmul.cpp_CV_INSTRUMENT_REGION_2084,0
42,matmul.cpp_diagtransform__2050,0
42,matmul.cpp_diagtransform__2044,0
42,matmul.cpp_diagtransform__2038,0
42,matmul.cpp_diagtransform__2032,0
42,matmul.cpp_diagtransform__2026,0
42,matmul.cpp_diagtransform__2014,0
42,matmul.cpp_transform__1961,0
42,matmul.cpp_transform__1955,0
42,matmul.cpp_transform__1949,0
42,matmul.cpp_transform__1936,0
42,matmul.cpp_v_store_1929,0
42,matmul.cpp_v_matmul_1928,0
42,matmul.cpp_v_load_1927,0
42,matmul.cpp_v_float32x4_1923,0
42,matmul.cpp_v_float32x4_1922,0
42,matmul.cpp_v_float32x4_1921,0
42,matmul.cpp_channels_2087,0
42,matmul.cpp_create_2091,0
42,matmul.cpp__m_3348,0
42,matmul.cpp_CV_MAKETYPE_2091,0
42,matmul.cpp_reshape_3347,0
42,matmul.cpp_cvarrToMat_3347,0
42,matmul.cpp_cvarrToMat_3343,0
42,matmul.cpp_func_2152,0
42,matmul.cpp_CV_Assert_2144,0
42,matmul.cpp_getTransformFunc_2143,0
42,matmul.cpp_getDiagTransformFunc_2143,0
42,matmul.cpp_fabs_2137,0
42,matmul.cpp_convertTo_2128,0
42,matmul.cpp_convertTo_2109,0
42,matmul.cpp_colRange_2108,0
42,matmul.cpp_convertTo_2105,0
42,matmul.cpp_elemSize_2103,0
42,matmul.cpp_total_2103,0
42,matmul.cpp_memset_2103,0
42,matmul.cpp_tmp_2102,0
42,matmul.cpp_allocate_2100,0
42,matmul.cpp_isContinuous_2098,0
42,matmul.cpp_getMat_2092,0
42,matmul.cpp_v_setzero_s16_1788,0
42,matmul.cpp_v_reinterpret_as_u64_1791,0
42,test_math.cpp_theRNG_3026,0
42,mathfuncs.cpp_v_store_1010,0
42,mathfuncs.cpp_abs_987,0
42,mathfuncs.cpp_v_load_986,0
42,mathfuncs.cpp_v_setall_f64_981,0
42,mathfuncs.cpp_v_store_967,0
42,mathfuncs.cpp_v_store_966,0
42,mathfuncs.cpp_abs_944,0
42,mathfuncs.cpp_v_load_943,0
42,mathfuncs.cpp_v_setall_f32_938,0
42,test_math.cpp_cvTsPerspectiveTransform_1116,0
42,test_math.cpp_buf_1045,0
42,test_math.cpp_CV_MAT_DEPTH_1025,0
42,test_math.cpp_CV_MAT_DEPTH_1024,0
42,test_math.cpp_CV_MAT_CN_1023,0
42,test_math.cpp_cvGetMat_1021,0
42,test_math.cpp_cvGetMat_1020,0
42,test_math.cpp_cvPerspectiveTransform_1009,0
42,test_math.cpp_depth_1000,0
42,test_math.cpp_CV_MAKETYPE_990,0
42,test_math.cpp_CV_MAT_DEPTH_989,0
42,mathfuncs.cpp_v_store_1009,0
42,mathfuncs.cpp_abs_1066,0
42,test_math.cpp_get_test_array_types_and_sizes_986,0
42,mathfuncs.cpp_createSameSize_1222,0
42,test_math.cpp_convertTo_3023,0
42,test_math.cpp_uniform_3021,0
42,test_math.cpp_theRNG_3021,0
42,test_math.cpp_randu_3019,0
42,test_math.cpp_mtx0_3018,0
42,test_math.cpp_uniform_3017,0
42,test_math.cpp_theRNG_3017,0
42,mathfuncs.cpp_exp64f_1330,0
42,mathfuncs.cpp_log64f_1327,0
42,mathfuncs.cpp_exp32f_1303,0
42,mathfuncs.cpp_log32f_1300,0
42,mathfuncs.cpp_min_1289,0
42,mathfuncs.cpp_CV_BIG_INT_1276,0
42,mathfuncs.cpp_CV_BIG_INT_1275,0
42,mathfuncs.cpp_elemSize1_1267,0
42,mathfuncs.cpp_min_1266,0
42,mathfuncs.cpp_multiply_1229,0
42,mathfuncs.cpp_all_1223,0
42,mathfuncs.cpp_setTo_1223,0
42,test_math.cpp_CV_MAT_CN_988,0
42,test_math.cpp_randInt_984,0
42,matmul.cpp_v_reinterpret_as_u8_1792,0
42,matmul.cpp_fabs_2175,0
42,array.cpp_CV_MAKETYPE_2449,0
42,array.cpp_cvInitMatHeader_2440,0
