Rank,Block_name,Suspiciousness Value(Dstar4)
1,test_math.cpp_randInt_rng_68,1
1,test_math.cpp_cvRound_power_148,1
1,test_math.cpp_randInt_ts_get_rng_140,1
1,test_math.cpp_cvRound_power_132,1
1,test_math.cpp_depth_130,1
1,test_math.cpp_randInt_rng_124,1
1,test_math.cpp_randInt_rng_108,1
1,test_math.cpp_get_test_array_types_and_sizes_test_case_idx_sizes_types_105,1
1,test_math.cpp_randInt_rng_103,1
1,test_math.cpp_randInt_rng_102,1
1,test_math.cpp_get_rng_101,1
1,test_math.cpp_get_test_array_types_and_sizes_test_case_idx_sizes_types_60,1
1,test_math.cpp_CV_MAKETYPE_depth_cn_58,1
1,test_math.cpp_randInt_rng_58,1
1,test_math.cpp_randInt_rng_57,1
1,test_math.cpp_get_rng_56,1
1,test_math.cpp_push_back_NULL_40,1
1,test_math.cpp_push_back_NULL_39,1
1,test_math.cpp_push_back_NULL_38,1
1,mathfuncs.cpp_pow_src_power_dst_1700,1
1,mathfuncs.cpp_CV_Assert_src_type_dst_type_src_size_dst_size_1699,1
1,mathfuncs.cpp_cvarrToMat_dstarr_1698,1
1,mathfuncs.cpp_cvarrToMat_srcarr_1698,1
1,mathfuncs.cpp_:_T_1034,1
1,mathfuncs.cpp_cv_abs_val_1034,1
1,test_math.cpp_get_rng_140,1
1,test_math.cpp_randInt_rng_110,1
1,test_math.cpp_fabs_power_158,1
1,matrix.cpp_allocate_bufferSize_4512,1
1,test_operations.cpp_norm_expected_result_NORM_INF_1386,1
1,test_operations.cpp_EXPECT_EQ_cvtest_norm_expected_result_NORM_INF_1386,1
1,test_operations.cpp_ASSERT_EQ_expected_size_result_size_1385,1
1,test_operations.cpp_col_1380,1
1,test_operations.cpp_sortIdx_src_col_result_CV_SORT_EVERY_COLUMN_CV_SORT_ASCENDING_1380,1
1,out.cpp_sprintf_buf_d_mtx_ptr_int_row_col_cn_77,1
1,out.cpp_valueToStr32s_77,1
1,test_math.cpp_depth_158,1
1,matrix.cpp_reshape_dstSub_rows_4523,1
1,matrix.cpp_CV_INSTRUMENT_FUN_IPP_ippsSortRadixIndex_void_src_ptr_i_pixStride_Ipp32s_dstRow_ptr_src_rows_buffer_4520,1
1,matrix.cpp_Mat_dst_subRect_4518,1
1,matrix.cpp_copyTo_dstSub_4524,1
1,matrix.cpp_ippsSortRadixIndexGetBufferSize_src_rows_type_bufferSize_4509,1
1,matrix.cpp_subRect_src_rows_4505,1
1,test_math.cpp_cvPow_test_array_INPUT_test_array_OUTPUT_power_172,1
1,test_math.cpp_depth_219,1
1,test_math.cpp_channels_220,1
1,test_math.cpp_cvRound_power_221,1
1,test_math.cpp_abs_ipower_221,1
1,test_math.cpp_ipow_val_ipower_243,1
1,matrix.cpp_dstRow_dst_rows_dst_type_4503,1
1,mathfuncs.cpp_max_1029,1
57,test_ds.cpp_cvScalarAll_1288,0
57,test_ds.cpp_randUni_rng_elem_mat_cvScalarAll_cvScalarAll_1288,0
57,test_ds.cpp_Mat_cvset_elem_size_CV_8U_elem_buf_1287,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_cvset_active_count_cvset_total_1276,0
57,test_ds.cpp_cvTsClearSimpleSet_sset_1274,0
57,test_ds.cpp_cvClearSet_cvset_1273,0
57,test_ds.cpp_randInt_rng_1270,0
57,test_ds.cpp_randInt_rng_1264,0
57,test_ds.cpp_randInt_rng_1258,0
57,test_ds.cpp_elem_buf_max_elem_size_1253,0
57,datastructs.cpp_memcpy_vertex__vertex_graph_elem_size_sizeof_CvGraphVtx_2626,0
57,datastructs.cpp_CV_IS_SET_ELEM_vtx_2647,0
57,datastructs.cpp_cvGraphRemoveEdgeByPtr_graph_edge_vtx_edge_vtx_2656,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_CV_IS_SET_ELEM_vtx_vtx_flags_idx_1562,0
57,test_ds.cpp_cvTsSimpleGraphVertexDegree_sgraph_idx_1558,0
57,test_ds.cpp_cvTsSimpleGraphFindVertex_sgraph_idx_1554,0
57,test_ds.cpp_randInt_rng_1550,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_first_free_first_free_CvSetElem_vtx3_1543,0
57,test_ds.cpp_CV_IS_SET_ELEM_vtx3_1537,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_CV_IS_SET_ELEM_vtx3_vtx3_flags_idx_1537,0
57,test_ds.cpp_cvGetGraphVtx_graph_idx_1535,0
57,test_ds.cpp_memcpy_vtx2_vtx_pure_vtx_size_1533,0
57,test_ds.cpp_cvGraphAddVtx_graph_pass_data_vtx_vtx2_1530,0
57,test_ds.cpp_randInt_rng_1529,0
57,test_ds.cpp_cvTsSimpleGraphAddVertex_sgraph_vtx_1527,0
57,test_ds.cpp_cvScalarAll_1523,0
57,test_ds.cpp_randUni_rng_elem_mat_cvScalarAll_cvScalarAll_1523,0
57,test_ds.cpp_Mat_graph_elem_size_CV_8U_elem_buf_1522,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_edges_active_count_edges_total_1507,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_graph_active_count_graph_total_1502,0
57,test_ds.cpp_cvTsClearSimpleGraph_sgraph_1500,0
57,test_ds.cpp_cvGetGraphVtx_graph_idx_1561,0
57,test_ds.cpp_CV_IS_SET_ELEM_vtx_1562,0
57,datastructs.cpp_cvSetRemoveByPtr_CvSet_graph_vtx_2659,0
57,test_ds.cpp_randInt_rng_1566,0
57,test_ds.cpp_randUni_rng_elem_mat_cvScalarAll_cvScalarAll_1633,0
57,test_ds.cpp_Mat_graph_edges_elem_size_CV_8U_elem_buf_1632,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_edge_Extra_edge_appeared_in_the_graph_1628,0
57,test_ds.cpp_cvFindGraphEdge_graph_v_idx_v_idx_1627,0
57,test_ds.cpp_cvTsSimpleGraphFindVertex_sgraph_j_1606,0
57,test_ds.cpp_randInt_rng_1605,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_CvSetElem_vtx_next_free_first_free_1590,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_graph_edges_active_count_prev_edge_count_vtx_degree_1586,0
57,test_ds.cpp_cvGetGraphVtx_graph_idx_1582,0
57,test_ds.cpp_CV_IS_SET_ELEM_vtx_1582,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_CV_IS_SET_ELEM_vtx_cvGetGraphVtx_graph_idx_1582,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_vtx_degree_vtx_degree0_1579,0
57,test_ds.cpp_cvTsSimpleGraphRemoveVertex_sgraph_idx_1577,0
57,test_ds.cpp_cvGraphRemoveVtx_graph_idx_1574,0
57,test_ds.cpp_cvGraphVtxDegree_graph_idx_1573,0
57,test_ds.cpp_cvGraphRemoveVtxByPtr_graph_vtx_1569,0
57,test_ds.cpp_cvGraphVtxDegreeByPtr_graph_vtx_1568,0
57,test_ds.cpp_cvClearGraph_graph_1499,0
57,test_ds.cpp_randInt_rng_1495,0
57,test_ds.cpp_randInt_rng_1491,0
57,test_ds.cpp_randInt_rng_1479,0
57,datastructs.cpp_cvGraphAddEdgeByPtr_graph_start_vtx_end_vtx__edge__inserted_edge_2834,0
57,datastructs.cpp_cvGetGraphVtx_graph_end_idx_2832,0
57,datastructs.cpp_cvGetGraphVtx_graph_start_idx_2831,0
57,datastructs.cpp_memset_edge_delta_2803,0
57,datastructs.cpp_memcpy_edge__edge_delta_2797,0
57,datastructs.cpp_cvSetNew_CvSet_graph_edges_2784,0
57,datastructs.cpp_cvFindGraphEdgeByPtr_graph_start_vtx_end_vtx_2771,0
57,datastructs.cpp_CV_SWAP_start_vtx_end_vtx_t_2768,0
57,datastructs.cpp_CV_IS_GRAPH_ORIENTED_graph_2764,0
57,datastructs.cpp_cvFindGraphEdgeByPtr_graph_start_vtx_end_vtx_2743,0
57,datastructs.cpp_cvGetGraphVtx_graph_end_idx_2741,0
57,datastructs.cpp_cvGetGraphVtx_graph_start_idx_2740,0
57,datastructs.cpp_CV_SWAP_start_vtx_end_vtx_t_2714,0
57,datastructs.cpp_CV_IS_GRAPH_ORIENTED_graph_2710,0
57,datastructs.cpp_cvSetRemoveByPtr_CvSet_graph_vtx_2690,0
57,datastructs.cpp_cvGraphRemoveEdgeByPtr_graph_edge_vtx_edge_vtx_2687,0
57,datastructs.cpp_cvGetGraphVtx_graph_index_2675,0
57,datastructs.cpp_CV_IS_GRAPH_ORIENTED_graph_2851,0
57,datastructs.cpp_CV_SWAP_start_vtx_end_vtx_t_2855,0
57,datastructs.cpp_cvSetRemoveByPtr_graph_edges_edge_2893,0
57,test_ds.cpp_memcpy_graph_matrix_ofs_edge_graph_edge_size_245,0
57,test_ds.cpp_elem_buf_max_elem_size_1474,0
57,test_ds.cpp_MAX_max_elem_size_graph_edges_elem_size_1471,0
57,test_ds.cpp_MAX_max_elem_size_graph_elem_size_1470,0
57,test_ds.cpp_get_rng_1464,0
57,test_ds.cpp_clear_1452,0
57,test_ds.cpp_cvTsReleaseSimpleGraph_CvTsSimpleGraph_simple_struct_i_1451,0
57,test_ds.cpp_CV_SWAP_idx1_idx2_t_247,0
57,test_ds.cpp_cvTsSimpleSetRemove_graph_vtx_index_221,0
57,datastructs.cpp_cvGetGraphVtx_graph_start_idx_2907,0
57,test_ds.cpp_cvFree_graph_206,0
57,test_ds.cpp_cvTsReleaseSimpleSet_graph_vtx_205,0
57,datastructs.cpp_CV_NEXT_GRAPH_EDGE_edge_vertex_2952,0
57,datastructs.cpp_cvGetGraphVtx_graph_vtx_idx_2945,0
57,datastructs.cpp_CV_NEXT_GRAPH_EDGE_edge_vertex_2927,0
57,datastructs.cpp_cvGraphRemoveEdgeByPtr_graph_start_vtx_end_vtx_2910,0
57,datastructs.cpp_cvGetGraphVtx_graph_end_idx_2908,0
57,test_ds.cpp_randInt_rng_1180,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_sseq_count_memcmp_buffer_1173,0
57,test_arithm.cpp_OCL_INSTANTIATE_TEST_CASE_P_Arithm_MinMaxIdx_Combine_OCL_ALL_DEPTHS_OCL_ALL_CHANNELS_Bool_1902,0
57,datastructs.cpp_cvSetSeqReaderPos_tmp0_n_d_2006,0
57,datastructs.cpp_cvSetSeqReaderPos_tmp0_d_2003,0
57,datastructs.cpp_cvSetSeqReaderPos_tmp0_d_2001,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_ptr_1980,0
57,datastructs.cpp_CV_SWAP_ELEMS_ptr2_ptr_cur_elem_size_1978,0
57,datastructs.cpp_cmp_func_ptr2_ptr_cur_aux_1976,0
57,datastructs.cpp_CV_PREV_SEQ_ELEM_elem_size_ptr2_1975,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_right_1962,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_ptr_1961,0
57,datastructs.cpp_cvGetSeqReaderPos_left_1954,0
57,datastructs.cpp_cvGetSeqReaderPos_right_1953,0
57,datastructs.cpp_CV_RESTORE_READER_POS_right_stack_sp_ub_1941,0
57,datastructs.cpp_CV_RESTORE_READER_POS_left_stack_sp_lb_1940,0
57,datastructs.cpp_CV_SAVE_READER_POS_right_stack_ub_1936,0
57,datastructs.cpp_CV_PREV_SEQ_ELEM_elem_size_right_1935,0
57,datastructs.cpp_CV_SAVE_READER_POS_left_stack_lb_1934,0
57,datastructs.cpp_cvStartReadSeq_seq_left_1932,0
57,datastructs.cpp_CV_IS_SEQ_seq_1920,0
57,datastructs.cpp_icvMed3_p1_p2_p3_cmp_func_aux_2005,0
57,datastructs.cpp_cvSetSeqReaderPos_tmp0_d_2008,0
57,datastructs.cpp_cvSetSeqReaderPos_reader_slice_start_index_560,0
57,datastructs.cpp_cvSetSeqReaderPos_tmp0_d_2010,0
57,datastructs.cpp_CV_PREV_SEQ_ELEM_elem_size_right1_2061,0
57,datastructs.cpp_CV_SWAP_ELEMS_right1_ptr_right_ptr_elem_size_2059,0
57,datastructs.cpp_cmp_func_right_ptr_pivot_aux_2054,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_left_2051,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_left1_2049,0
57,datastructs.cpp_CV_SWAP_ELEMS_left1_ptr_left_ptr_elem_size_2047,0
57,datastructs.cpp_cmp_func_left_ptr_pivot_aux_2042,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_left_2037,0
57,datastructs.cpp_CV_SWAP_ELEMS_pivot_left_ptr_elem_size_2034,0
57,datastructs.cpp_icvMed3_m1_m2_m3_cmp_func_aux_2030,0
57,datastructs.cpp_cvSetSeqReaderPos_tmp0_n_n_2026,0
57,datastructs.cpp_cvSetSeqReaderPos_tmp0_n_2024,0
57,datastructs.cpp_icvMed3_p1_p2_p3_cmp_func_aux_2019,0
57,datastructs.cpp_cvSetSeqReaderPos_tmp0_d_2017,0
57,datastructs.cpp_cvSetSeqReaderPos_tmp0_d_2015,0
57,datastructs.cpp_cvSetSeqReaderPos_tmp0_n_d_n_2013,0
57,datastructs.cpp_icvMed3_p1_p2_p3_cmp_func_aux_2012,0
57,datastructs.cpp_memcpy_dst_reader_ptr_count_568,0
57,datastructs.cpp_cvStartReadSeq_seq_reader_559,0
57,test_ds.cpp_cvCvtSeqToArray_seq_buffer_slice_1172,0
57,test_ds.cpp_test_get_seq_elem_struct_idx_972,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_seq_total_seq_first_961,0
57,test_ds.cpp_cvClearSeq_seq_960,0
57,test_ds.cpp_cvTsClearSimpleSeq_sseq_959,0
57,test_ds.cpp_cvRestoreMemStoragePos_storage_storage_pos_955,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_elem2_elem3_copy_data_951,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_elem2_948,0
57,test_ds.cpp_cvGetSeqElem_seq_pos_test_idx_947,0
57,test_ds.cpp_cvGetSeqElem_seq_slice_test_idx_946,0
57,test_ds.cpp_randInt_rng_945,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_seq_slice_seq_slice_total_count_940,0
57,test_ds.cpp_cvSlice_pos_pos_count_938,0
57,test_ds.cpp_cvSeqSlice_seq_cvSlice_pos_pos_count_storage_copy_data_938,0
57,test_ds.cpp_randInt_rng_937,0
57,test_ds.cpp_randInt_rng_936,0
57,test_ds.cpp_randInt_rng_935,0
57,test_ds.cpp_cvSaveMemStoragePos_storage_storage_pos_933,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_seq_total_seq_first_926,0
57,test_ds.cpp_test_seq_block_consistence_struct_idx_seq_sseq_count_969,0
57,test_ds.cpp_update_progressbar_975,0
57,datastructs.cpp_cvSliceLength_slice_seq_554,0
57,test_ds.cpp_get_rng_986,0
57,test_ds.cpp_cvClearMemStorage_storage_1030,0
57,test_ds.cpp_release_1028,0
57,test_ds.cpp_randInt_rng_1027,0
57,test_ds.cpp_test_seq_ops_iterations_1024,0
57,test_ds.cpp_update_progressbar_1021,0
57,test_ds.cpp_MAX_iterations_1019,0
57,test_ds.cpp_test_get_seq_reading_i_MAX_iterations_1019,0
57,test_ds.cpp_MAX_iterations_1016,0
57,test_ds.cpp_test_get_seq_elem_i_MAX_iterations_1016,0
57,test_ds.cpp_test_multi_create_1008,0
57,test_ds.cpp_cvRound_exp_t_CV_LOG2_1004,0
57,test_ds.cpp_cvCreateMemStorage_cvRound_exp_t_CV_LOG2_1004,0
57,test_ds.cpp_reset_cvCreateMemStorage_cvRound_exp_t_CV_LOG2_1004,0
57,test_ds.cpp_randReal_rng_1002,0
57,test_ds.cpp_resize_struct_count_994,0
57,test_ds.cpp_resize_struct_count_993,0
57,test_ds.cpp_clear_990,0
57,datastructs.cpp_CV_PREV_SEQ_ELEM_elem_size_right_2063,0
57,datastructs.cpp_cmp_func_left_ptr_pivot_aux_2068,0
57,datastructs.cpp_CV_SWAP_ELEMS_left1_ptr_left_ptr_elem_size_2072,0
57,test_ds.cpp_test_seq_block_consistence_i_seq_sseq_count_1119,0
57,test_ds.cpp_cvSeqInvert_seq_1116,0
57,test_ds.cpp_resize_max_size_1106,0
57,test_ds.cpp_MAX_max_size_sseq_count_sseq_elem_size_1103,0
57,test_ds.cpp_test_multi_create_1098,0
57,test_ds.cpp_cvRound_exp_t_CV_LOG2_1092,0
57,test_ds.cpp_cvCreateMemStorage_cvRound_exp_t_CV_LOG2_1092,0
57,test_ds.cpp_reset_cvCreateMemStorage_cvRound_exp_t_CV_LOG2_1092,0
57,test_ds.cpp_randReal_rng_1090,0
57,test_ds.cpp_resize_struct_count_1082,0
57,test_ds.cpp_resize_struct_count_1081,0
57,test_ds.cpp_clear_1078,0
57,test_ds.cpp_get_rng_1072,0
57,test_ds.cpp_memcmp_a_b_icvCmpSeqElems2_elem_size_1064,0
57,test_ds.cpp_memcmp_a_b_CvSeq_userdata_elem_size_1058,0
57,datastructs.cpp_CV_PREV_SEQ_ELEM_elem_size_right_reader_2307,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_left_reader_2306,0
57,datastructs.cpp_CV_SWAP_ELEMS_left_reader_ptr_right_reader_ptr_elem_size_2305,0
57,test_ds.cpp_cvTsSimpleSeqInvert_sseq_1117,0
57,test_ds.cpp_randInt_rng_1122,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_left1_2074,0
57,test_ds.cpp_randInt_rng_1124,0
57,test_ds.cpp_randInt_rng_1167,0
57,test_ds.cpp_randInt_rng_1166,0
57,test_ds.cpp_randInt_rng_1164,0
57,test_ds.cpp_qsort_sseq_array_sseq_count_sseq_elem_size_icvCmpSeqElems2_1162,0
57,test_ds.cpp_test_seq_block_consistence_i_seq_sseq_count_1155,0
57,test_ds.cpp_cvSeqSort_seq_icvCmpSeqElems_seq_1153,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_elem2_1147,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_elem_1144,0
57,test_ds.cpp_cvSeqSearch_seq_elem0_k_icvCmpSeqElems_idx_seq_1142,0
57,test_ds.cpp_cvGetSeqElem_seq_idx0_1141,0
57,test_ds.cpp_cvTsSimpleSeqElem_sseq_idx0_1140,0
57,test_ds.cpp_randInt_rng_1139,0
57,test_ds.cpp_memcmp_buffer_1132,0
57,test_ds.cpp_CV_TS_SEQ_CHECK_CONDITION_sseq_count_memcmp_buffer_1132,0
57,test_ds.cpp_MIN_slice_end_index_sseq_count_1131,0
57,test_ds.cpp_cvCvtSeqToArray_seq_buffer_slice_1129,0
57,test_ds.cpp_randInt_rng_1125,0
57,datastructs.cpp_cvStartReadSeq_seq_right_reader_2299,0
57,datastructs.cpp_cvStartReadSeq_seq_left_reader_2298,0
57,datastructs.cpp_cmp_func_elem_ptr_userdata_2267,0
57,datastructs.cpp_cvGetSeqElem_seq_k_2266,0
57,datastructs.cpp_MIN_r0_r1_r1_r_2127,0
57,datastructs.cpp_cvGetSeqReaderPos_right1_2126,0
57,datastructs.cpp_cvGetSeqReaderPos_right0_2125,0
57,datastructs.cpp_cvGetSeqReaderPos_right_2124,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_tmp1_2120,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_tmp0_2119,0
57,datastructs.cpp_CV_SWAP_ELEMS_tmp0_ptr_tmp1_ptr_elem_size_2118,0
57,datastructs.cpp_cvSetSeqReaderPos_tmp1_n_2115,0
57,datastructs.cpp_MIN_l_l1_l1_l0_2110,0
57,datastructs.cpp_cvGetSeqReaderPos_left1_2106,0
57,datastructs.cpp_cvGetSeqReaderPos_left0_2105,0
57,datastructs.cpp_cvGetSeqReaderPos_left_2102,0
57,datastructs.cpp_CV_PREV_SEQ_ELEM_elem_size_right_2090,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_left_2088,0
57,datastructs.cpp_CV_SWAP_ELEMS_left_ptr_right_ptr_elem_size_2087,0
57,datastructs.cpp_CV_PREV_SEQ_ELEM_elem_size_right_2082,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_left_2078,0
57,datastructs.cpp_cvSetSeqReaderPos_tmp1_m_2132,0
57,datastructs.cpp_CV_SWAP_ELEMS_tmp0_ptr_tmp1_ptr_elem_size_2135,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_tmp0_2136,0
57,datastructs.cpp_cvSetSeqReaderPos_right_n_2169,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_reader_2248,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_reader_2234,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_reader_2220,0
57,datastructs.cpp_cmp_func_elem_reader_ptr_userdata_2218,0
57,datastructs.cpp_cvStartReadSeq_seq_reader_2212,0
57,datastructs.cpp_CV_IS_SEQ_seq_2197,0
57,datastructs.cpp_cvSetSeqReaderPos_left_m_2175,0
57,datastructs.cpp_cvSetSeqReaderPos_right_n_2163,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_elem_size_tmp1_2137,0
57,datastructs.cpp_CV_SAVE_READER_POS_right0_stack_sp_lb_2161,0
57,datastructs.cpp_cvSetSeqReaderPos_right0_m_2160,0
57,datastructs.cpp_CV_SAVE_READER_POS_right0_stack_sp_ub_2159,0
57,datastructs.cpp_cvSetSeqReaderPos_left_m_2154,0
57,datastructs.cpp_CV_SAVE_READER_POS_left0_stack_sp_ub_2152,0
57,datastructs.cpp_cvSetSeqReaderPos_left0_n_2151,0
57,datastructs.cpp_CV_SAVE_READER_POS_left0_stack_sp_lb_2150,0
57,test_ds.cpp_cvScalarAll_1633,0
57,test_ds.cpp_randInt_rng_1641,0
57,test_ds.cpp_cvGetGraphVtx_graph_v_idx_1643,0
57,dxt.cpp_ippDctInit_pDCTSpec_srcRoiSize_pInitBuf_4001,0
57,dxt.cpp_CV_IPP_MALLOC_bufferSize_3988,0
57,dxt.cpp_CV_IPP_MALLOC_specSize_3984,0
57,dxt.cpp_ippDctGetSize_srcRoiSize_specSize_initSize_bufferSize_3981,0
57,dxt.cpp_:_ippiDCTGetSize_3979,0
57,dxt.cpp_:_ippiDCTInit_3978,0
57,dxt.cpp_:_ippiDCTFunc_3977,0
57,dxt.cpp_DctIPPLoop_src_src_step_dst_dst_step_width_height_inv_3955,0
57,dxt.cpp_CV_INSTRUMENT_REGION_IPP_3952,0
57,dxt.cpp_DctIPPLoop_Invoker_src_src_step_dst_dst_step_width_inv_ok_3946,0
57,dxt.cpp_Range_height_3946,0
57,dxt.cpp_parallel_for__Range_height_DctIPPLoop_Invoker_src_src_step_dst_dst_step_width_inv_ok_height_double_3946,0
57,dxt.cpp_CV_INSTRUMENT_FUN_IPP_ippiDCT_32f_C1R_float_src_src_step_i_static_cast_int_src_step_float_dst_dst_step_i_static_cast_int_dst_step_pDCTSpec_pBuffer_3883,0
57,dxt.cpp_ippDctInit_pDCTSpec_srcRoiSize_pInitBuf_3875,0
57,dxt.cpp_CV_IPP_MALLOC_initSize_3868,0
57,dxt.cpp_CV_IPP_MALLOC_bufferSize_3862,0
57,dxt.cpp_CV_IPP_MALLOC_specSize_3855,0
57,dxt.cpp_ippDctGetSize_srcRoiSize_specSize_initSize_bufferSize_3849,0
57,dxt.cpp_CV_IPP_MALLOC_initSize_3994,0
57,dxt.cpp_CV_INSTRUMENT_FUN_IPP_ippiDCT_32f_C1R_float_src_static_cast_int_src_step_float_dst_static_cast_int_dst_step_pDCTSpec_pBuffer_4007,0
57,dxt.cpp_DCT_c_src_src_step_dft_src_dft_dst_dst_dst_step_dct_wave_3785,0
57,dxt.cpp_CV_IPP_RUN_IPP_VERSION_X100_depth_CV_32F_ippi_DCT_32f_src_src_step_dst_dst_step_width_height_isInverse_isRowTransform_4113,0
57,dxt.cpp_depth_4250,0
57,dxt.cpp_getMat_4249,0
57,dxt.cpp_CV_INSTRUMENT_REGION_4247,0
57,dxt.cpp_init_width_height_depth_flags_4237,0
57,dxt.cpp_OcvDctImpl_4236,0
57,dxt.cpp_init_width_height_depth_flags_4229,0
57,dxt.cpp_ReplacementDCT2D_4228,0
57,dxt.cpp_dct_func_opt_sptr_i_sstep0_sstep1_src_dft_buf_dst_dft_buf_4186,0
57,dxt.cpp_DCTInit_len_complex_elem_size_dct_wave_isInverse_4180,0
57,dxt.cpp_allocate_len_elem_size_4173,0
57,dxt.cpp_allocate_len_elem_size_4169,0
57,dxt.cpp_allocate_len_complex_elem_size_4168,0
57,dxt.cpp_DFTInit_len_opt_nf_opt_factors_opt_itab_complex_elem_size_opt_wave_isInverse_4166,0
57,dxt.cpp_allocate_len_4164,0
57,dxt.cpp_allocate_len_complex_elem_size_4162,0
57,dxt.cpp_DFTFactorize_len_opt_factors_4159,0
57,dxt.cpp_ippi_DCT_32f_src_src_step_dst_dst_step_width_height_isInverse_isRowTransform_4113,0
57,dxt.cpp_IDCT_c_src_src_step_dft_src_dft_dst_dst_dst_step_dct_wave_3791,0
57,dxt.cpp_sqrt_w1_im_w1_im_3728,0
57,test_ds.cpp_cvGetGraphVtx_graph_v_idx_1644,0
57,array.cpp_cvFree_img_2982,0
57,array.cpp_MAX_channels_2953,0
57,array.cpp_strncpy_image_channelSeq_channelSeq_2925,0
57,array.cpp_strncpy_image_colorModel_colorModel_2924,0
57,array.cpp_icvGetColorModel_channels_colorModel_channelSeq_2923,0
57,array.cpp_memset_image_sizeof_image_2920,0
57,array.cpp_cvCreateData_img_2904,0
57,array.cpp_cvCreateImageHeader_size_depth_channels_2902,0
57,array.cpp_cvInitImageHeader_img_size_depth_channels_IPL_ORIGIN_TL_2879,0
57,array.cpp_cvAlloc_sizeof_img_2878,0
57,array.cpp_IPL2CV_DEPTH_img_depth_1091,0
57,array.cpp_CV_MAKETYPE_IPL2CV_DEPTH_img_depth_img_nChannels_1091,0
57,array.cpp_CV_IS_IMAGE_arr_1088,0
57,array.cpp_CV_MAT_TYPE_CvMat_arr_type_1087,0
57,array.cpp_CV_IS_SPARSE_MAT_HDR_arr_1086,0
57,array.cpp_CV_IS_MATND_HDR_arr_1086,0
57,array.cpp_CV_IS_MAT_HDR_arr_1086,0
57,array.cpp_cvFree_ptr_993,0
57,array.cpp_cvFree_img_roi_2981,0
57,array.cpp_cvReleaseData_img_3003,0
57,dxt.cpp_sqrt_t_3726,0
57,array.cpp_cvReleaseImageHeader_img_3004,0
57,dxt.cpp_CCSIDFT_c_dft_src_dft_dst_3678,0
57,dxt.cpp_RealDFT_c_dft_src_dft_dst_3630,0
57,dxt.cpp_DFT_sub_c_Complex_T_dst_Complex_T_dst_1319,0
57,dxt.cpp_DFT_sub_c_Complex_T_src_Complex_T_dst_1104,0
57,dxt.cpp_buf_factor2_910,0
57,dxt.cpp_CV_SWAP_dsth_i_dsth_j_t_674,0
57,dxt.cpp_CV_SWAP_dst_i_dst_j_t_673,0
57,dxt.cpp_CV_SWAP_dst_i_dsth_j_t_670,0
57,dxt.cpp_CV_Assert_c_factors_c_factors_c_nf_657,0
57,dxt.cpp_sqrt_w1_im_w1_im_319,0
57,dxt.cpp_CV_SWAP_factors_i_factors_nf_i_f_j_170,0
57,array.cpp_icvCreateROI_rect_x_rect_y_rect_width_rect_height_3040,0
57,array.cpp_min_rect_height_image_height_3027,0
57,array.cpp_min_rect_width_image_width_3026,0
57,array.cpp_max_rect_y_3025,0
57,array.cpp_max_rect_x_3024,0
57,array.cpp_CV_Assert_rect_width_rect_height_3016,0
